	GCF_000014405.1	GCF_000751275.1	GCF_000409675.1	GCF_000191165.1	GCF_000284715.1	GCF_000192165.1	GCF_000056065.1	GCF_000179375.1	GCF_000387565.1	GCF_000182835.1	GCF_000751235.1	GCF_000284695.1	GCF_000751635.1	GCF_000751655.1	GCF_000751695.1	GCF_000751895.1	GCF_001189855.1	GCF_001190005.1	GCF_001263315.1	GCF_001433875.1	GCF_001434635.1	GCF_001435795.1	GCF_001437195.1	GCF_001437485.1	GCF_001469775.1	GCF_001510975.1	GCF_001624905.1	GCF_001624925.1	GCF_001647065.1	GCF_001888905.1	GCF_001888925.1	GCF_001888945.1	GCF_001888965.1	GCF_001888985.1	GCF_001908415.1	GCF_001908495.1	GCF_001953135.1	GCF_002000885.1	GCF_002016675.1	GCF_002142575.1	GCF_002278095.1	GCF_002285775.1	GCF_002847905.1	GCF_003034905.1	GCF_003326615.1	GCF_003351805.1	GCF_003545935.1	GCF_003597655.1	GCF_004122955.1	GCF_004123065.1	GCF_004211505.1	GCF_004211735.1	GCF_004354615.1	GCF_005864055.1	GCF_005864125.1	GCF_006538625.1	GCF_006538645.1	GCF_006538685.1	GCF_006539405.1	GCF_006704185.1	GCF_006740305.1	GCF_008014735.1	GCF_008016355.1	GCF_009362855.1	GCF_009734125.1	GCF_011044195.1	GCF_900196735.1	GCF_900322585.1	GCF_902374335.1	KG8_M4meta	KG8_M4_S10	KG8_M4_S12	KG8_M4_S14	KG8_M4_S17	KG8_M4_S26	KG8_M4_S2	KG8_M4_S3	KG8_M4_S41	KG8_M4_S42	KG8_M4_S43	KG8_M4_S46	KG8_M4_S48	KG8_M4_S4	KG8_M4_S50	KG8_M4_S53	KG8_M4_S55	KG8_M4_S57	KG8_M4_S58	KG8_M4_S59	KG8_M4_S61	KG8_M4_S6	KG8_M4_S8	L3_M4meta	L3_M4_S100	L3_M4_S101	L3_M4_S102	L3_M4_S105	L3_M4_S106	L3_M4_S107	L3_M4_S108	L3_M4_S110	L3_M4_S111	L3_M4_S112	L3_M4_S113	L3_M4_S114	L3_M4_S115	L3_M4_S116	L3_M4_S117	L3_M4_S118	L3_M4_S119	L3_M4_S120	L3_M4_S121	L3_M4_S122	L3_M4_S123	L3_M4_S124	L3_M4_S125	L3_M4_S126	L3_M4_S127	L3_M4_S128	L3_M4_S129	L3_M4_S130	L3_M4_S131	L3_M4_S132	L3_M4_S133	L3_M4_S134	L3_M4_S135	L3_M4_S136	L3_M4_S137	L3_M4_S165	L3_M4_S178	L3_M4_S179	L3_M4_S195	L3_M4_S196	L3_M4_S197	L3_M4_S48	L3_M4_S49	L3_M4_S50	L3_M4_S51	L3_M4_S52	L3_M4_S53	L3_M4_S54	L3_M4_S55	L3_M4_S56	L3_M4_S57	L3_M4_S58	L3_M4_S59	L3_M4_S60	L3_M4_S61	L3_M4_S62	L3_M4_S63	L3_M4_S64	L3_M4_S65	L3_M4_S66	L3_M4_S67	L3_M4_S69	L3_M4_S70	L3_M4_S71	L3_M4_S72	L3_M4_S74	L3_M4_S75	L3_M4_S76	L3_M4_S77	L3_M4_S78	L3_M4_S79	L3_M4_S80	L3_M4_S81	L3_M4_S82	L3_M4_S83	L3_M4_S84	L3_M4_S85	L3_M4_S86	L3_M4_S87	L3_M4_S88	L3_M4_S89	L3_M4_S90	L3_M4_S91	L3_M4_S92	L3_M4_S93	L3_M4_S94	L3_M4_S95	L3_M4_S96	L3_M4_S97	L3_M4_S98	L3_M4_S99	L46_M4meta	L46_M4_S139	L46_M4_S140	L46_M4_S141	L46_M4_S142	L46_M4_S143	L46_M4_S144	L46_M4_S145	L46_M4_S146	L46_M4_S147	L46_M4_S148	L46_M4_S149	L46_M4_S150	L46_M4_S151	L46_M4_S152	L46_M4_S153	L46_M4_S154	L46_M4_S155	L46_M4_S156	L46_M4_S157	L46_M4_S158	L46_M4_S159	L46_M4_S160	L46_M4_S161	L46_M4_S162	L46_M4_S163	L46_M4_S164	L46_M4_S166	L46_M4_S168	L46_M4_S169	L46_M4_S170	L46_M4_S171	L46_M4_S173	L46_M4_S174	L46_M4_S175	L46_M4_S176	L46_M4_S177	L46_M4_S187	L46_M4_S188	L46_M4_S191	TK7_M4meta	TK7_M4_S25	TK7_M4_S26	TK7_M4_S27	TK7_M4_S28	TK7_M4_S29	TK7_M4_S30	TK7_M4_S33	TK7_M4_S34	TK7_M4_S35	TK7_M4_S36	TK7_M4_S37	TK7_M4_S38	TK7_M4_S39	TK7_M4_S40	TK7_M4_S41	TK7_M4_S42	TK7_M4_S43	TK7_M4_S44	TK7_M4_S45	TK7_M4_S46	TK7_M4_S47	TK7_M4_S48	TK7_M4_S49	TK7_M4_S50	TK7_M4_S51	TK7_M4_S52	TK7_M4_S53	TK7_M4_S54	TK7_M4_S55	TK7_M4_S56	TK7_M4_S57	TK7_M4_S58	TK7_M4_S59	TK7_M4_S60	TK7_M4_S61	TK7_M4_S62	TK7_M4_S63	TK7_M4_S64	TK7_M4_S65	TK7_M4_S66	TK7_M4_S67	TK7_M4_S68	TK7_M4_S69	TK7_M4_S70	TK7_M4_S71	TK7_M4_S72	TK7_M4_S73	TK7_M4_S74	WQ8_M4meta	WQ8_M4_S106	WQ8_M4_S111	WQ8_M4_S117	WQ8_M4_S119	WQ8_M4_S124	WQ8_M4_S126	WQ8_M4_S128	WQ8_M4_S129	WQ8_M4_S135	WQ8_M4_S136	WQ8_M4_S138	WQ8_M4_S139	WQ8_M4_S144	WQ8_M4_S145	WQ8_M4_S146	WQ8_M4_S147	WQ8_M4_S149	WQ8_M4_S153	WQ8_M4_S159	WQ8_M4_S160	WQ8_M4_S162	WQ8_M4_S164	WQ8_M4_S165	WQ8_M4_S167	WQ8_M4_S168	WQ8_M4_S169	WQ8_M4_S170	WQ8_M4_S171	WQ8_M4_S173	WQ8_M4_S174	WQ8_M4_S175	WQ8_M4_S176	WQ8_M4_S177	WQ8_M4_S179	WQ8_M4_S181	WQ8_M4_S182	WQ8_M4_S183	WQ8_M4_S185	WQ8_M4_S186	WQ8_M4_S187	WQ8_M4_S188	WQ8_M4_S189	WQ8_M4_S82	WQ8_M4_S83	WQ8_M4_S84	WQ8_M4_S85	WQ8_M4_S90	WQ8_M4_S92	WQ8_M4_S93	WQ8_M4_S97	WQ8_M4_S99	YC8_M4meta	YC8_M4_S100	YC8_M4_S102	YC8_M4_S103	YC8_M4_S104	YC8_M4_S105	YC8_M4_S106	YC8_M4_S107	YC8_M4_S108	YC8_M4_S109	YC8_M4_S110	YC8_M4_S111	YC8_M4_S112	YC8_M4_S114	YC8_M4_S115	YC8_M4_S116	YC8_M4_S117	YC8_M4_S120	YC8_M4_S121	YC8_M4_S122	YC8_M4_S123	YC8_M4_S126	YC8_M4_S129	YC8_M4_S130	YC8_M4_S131	YC8_M4_S132	YC8_M4_S133	YC8_M4_S134	YC8_M4_S135	YC8_M4_S136	YC8_M4_S137	YC8_M4_S138	YC8_M4_S139	YC8_M4_S140	YC8_M4_S142	YC8_M4_S144	YC8_M4_S145	YC8_M4_S146	YC8_M4_S147	YC8_M4_S148	YC8_M4_S149	YC8_M4_S151	YC8_M4_S152	YC8_M4_S153	YC8_M4_S154	YC8_M4_S75	YC8_M4_S76	YC8_M4_S77	YC8_M4_S78	YC8_M4_S79	YC8_M4_S80	YC8_M4_S82	YC8_M4_S83	YC8_M4_S84	YC8_M4_S85	YC8_M4_S87	YC8_M4_S88	YC8_M4_S89	YC8_M4_S90	YC8_M4_S91	YC8_M4_S93	YC8_M4_S97	YC8_M4_S98	YC8_M4_S99
GCF_002142575.1	97.011261	97.741196	97.690353	97.037575	97.033684	97.768898	97.007843	97.645866	98.359383	97.73732	97.864685	97.053452	96.957993	98.030235	97.748779	96.868195	96.681046	97.745224	97.76973	97.693649	98.075409	96.747223	96.964401	98.299377	97.017639	97.046494	96.981384	97.038589	96.951904	97.760391	98.332428	98.243652	97.855225	98.068794	96.760666	97.56575	96.967102	97.035126	97.775871																																																																																																																																																																																																																																																																																																																																																														
GCF_002278095.1	96.9963	98.548706	98.416557	97.024429	97.073677	99.456146	97.057693	97.827255	97.814003	98.069862	98.624359	96.947876	97.023849	98.116058	98.735313	96.995056	96.661041	97.581253	97.782074	97.724731	99.842361	96.621048	97.006668	97.680252	97.085564	96.98719	97.079918	97.072014	97.033936	98.719116	97.652107	97.682159	97.579277	98.149536	96.71167	97.684082	97.033783	96.984467	98.660965	97.758934																																																																																																																																																																																																																																																																																																																																																													
GCF_002285775.1	97.043671	98.712532	98.314423	96.994064	96.950562	98.530312	96.934738	97.600937	97.640396	98.085205	98.660049	96.910904	96.882248	98.00943	99.516556	96.954453	96.470619	97.457672	97.671448	97.561249	98.800735	96.529388	96.94558	97.551361	96.999817	97.058228	96.905197	96.895416	96.999969	99.952682	97.52356	97.432602	97.404137	98.050476	96.540756	97.518951	96.957016	97.007248	99.998047	97.631195	98.679726																																																																																																																																																																																																																																																																																																																																																												
GCF_002847905.1	97.134743	98.187744	98.137375	97.07515	97.149574	98.058624	97.142616	97.945839	97.864143	99.914917	98.265182	97.071831	97.093597	98.300301	98.117416	97.164841	96.819199	97.69252	97.768112	97.834412	98.348618	96.890671	97.06073	97.863853	97.143204	97.223053	97.222244	97.156807	97.185593	98.117783	97.807037	97.706139	97.666634	98.259277	96.764877	97.495697	97.065323	97.107414	98.04319	97.867584	98.138123	98.068169																																																																																																																																																																																																																																																																																																																																																											
GCF_003034905.1	99.167183	97.198318	97.057739	99.191895	99.97316	97.215759	99.239471	97.311417	96.981796	97.005051	97.134811	99.144791	99.954086	97.114784	96.999626	98.970932	96.928406	97.351112	96.928391	96.854828	97.425011	97.058029	99.255768	97.008827	99.345169	99.157196	99.240585	99.218384	99.254555	96.879921	96.943329	97.042007	97.359756	97.068176	96.902405	96.714661	99.254601	98.810738	96.930664	97.021172	96.992157	96.878616	97.044548																																																																																																																																																																																																																																																																																																																																																										
GCF_003326615.1	99.130653	97.199478	97.011154	99.202072	99.953766	97.180756	99.28418	97.344582	96.995956	96.9879	97.216812	99.144348	99.968094	97.144928	96.966705	98.995216	96.985558	97.389572	96.884094	96.966141	97.334106	97.056381	99.274261	97.01091	99.364174	99.156265	99.21257	99.218346	99.295883	96.950043	96.947159	96.959496	97.440262	97.17334	96.912148	96.737869	99.297081	98.838425	96.85791	96.989151	97.097244	96.94249	97.111115	99.965378																																																																																																																																																																																																																																																																																																																																																									
GCF_003351805.1	99.132492	97.083382	96.869774	99.328094	99.167221	97.145554	99.236572	97.258293	97.00547	97.074928	97.092262	99.10289	99.177322	97.104492	97.010941	99.079086	96.986984	97.323746	96.816666	96.857712	97.265144	96.958939	99.098038	97.006546	99.27755	99.103683	99.133591	99.142685	99.337334	97.039795	97.052155	96.997154	97.322266	97.206802	97.027519	96.6978	99.179062	98.864014	97.023918	96.87352	97.103333	97.027634	97.137573	99.160889	99.19529																																																																																																																																																																																																																																																																																																																																																								
GCF_003545935.1	98.857803	97.067688	96.932953	98.791367	98.909706	97.075912	98.798477	97.281219	97.043137	96.989883	97.062225	98.852859	98.855278	97.050377	96.995041	98.845634	96.943741	97.397621	96.819092	96.847549	97.2146	97.034729	98.801926	96.992058	98.83474	98.885902	98.94706	98.957283	98.91964	96.92746	96.938644	96.963333	97.387405	97.007828	96.793915	96.612549	98.839981	98.922226	96.78067	97.009445	97.016235	96.912949	97.141571	98.90313	98.932899	98.860641																																																																																																																																																																																																																																																																																																																																																							
GCF_003597655.1	99.071442	97.13681	96.898163	99.217026	99.331955	97.063461	99.319946	97.229362	97.055664	97.014786	97.056686	99.036598	99.371819	97.128448	96.952164	98.875031	96.87027	97.343521	96.718216	96.882217	97.266273	96.965454	99.225998	97.121758	99.384506	99.107147	99.017838	99.059303	99.170654	96.949509	96.952988	97.029953	97.335571	97.12294	96.914688	96.774521	99.911758	98.799927	97.014114	97.052322	97.03405	97.013977	97.087204	99.284126	99.339058	99.228233	98.801003																																																																																																																																																																																																																																																																																																																																																						
GCF_004122955.1	97.178391	98.277702	98.188248	97.092072	97.235657	98.216377	97.121597	98.013962	97.892303	99.88205	98.409637	97.308388	97.175491	98.293205	98.169876	97.239685	96.914925	97.760887	97.851967	97.857262	98.42952	96.943405	97.166039	97.891663	97.179741	97.200409	97.267517	97.245636	97.301941	98.159042	97.758499	97.818535	97.696739	98.230148	96.810867	97.633194	97.128159	97.13266	98.135399	97.857407	98.075394	98.098526	99.890198	97.223709	97.226212	97.169891	97.191963	97.203476																																																																																																																																																																																																																																																																																																																																																					
GCF_004123065.1	97.180298	97.85038	97.771103	97.186264	97.232872	97.850754	97.19603	98.881355	97.583015	97.681091	97.976807	97.243446	97.170639	97.920212	97.763542	97.154739	96.867523	98.372177	97.466125	97.438614	98.108444	96.940529	97.277374	97.614334	97.118698	97.166855	97.22168	97.241928	97.23661	97.723724	97.474556	97.588005	98.31459	97.981155	96.787659	97.327942	97.123276	97.228546	97.804398	97.577225	97.799469	97.786476	97.808128	97.264008	97.154907	97.09993	97.150543	97.135971	97.892441																																																																																																																																																																																																																																																																																																																																																				
GCF_004211505.1	97.162651	98.739471	98.6604	97.10228	97.142189	98.443832	97.073257	97.827591	97.762878	98.177429	98.6091	97.141853	97.123886	98.018921	98.538666	97.038162	96.771225	97.540787	97.833801	97.890396	98.737839	96.924629	97.148972	97.755051	97.186737	97.183685	97.208069	97.161362	97.132919	98.407227	97.642273	97.717102	97.576271	98.037003	96.662201	97.481499	97.084854	97.154831	98.523666	97.75499	98.403725	98.441322	98.202019	97.098602	97.20137	97.098404	97.044907	97.15004	98.321075	97.905563																																																																																																																																																																																																																																																																																																																																																			
GCF_004211735.1	97.13665	98.607742	98.687454	97.1297	97.276779	98.361008	97.053055	97.871948	97.823486	98.171532	98.664963	97.293716	97.18924	98.063278	98.431892	97.19175	96.86248	97.7285	97.910065	97.908134	98.649384	96.897057	97.144135	97.802948	97.151581	97.340454	97.217407	97.245506	97.223679	98.423431	97.702881	97.730011	97.66674	98.025513	96.780182	97.650818	97.169983	97.153091	98.417664	97.852142	98.385971	98.402245	98.275108	97.213135	97.222061	97.159042	97.136108	97.115723	98.277161	97.860374	98.83699																																																																																																																																																																																																																																																																																																																																																		
GCF_004354615.1	96.909531	97.901329	97.73613	96.974335	96.930038	97.764847	96.937172	97.631027	99.968277	97.777817	97.776711	96.984749	96.876099	98.005539	97.628983	96.930237	96.812325	97.831223	97.725685	97.758926	98.110939	96.923874	96.948936	99.955925	96.954117	97.109329	96.988045	97.021042	97.074051	97.635757	99.960861	98.330536	97.724701	97.938431	96.763245	97.488426	96.971687	96.989975	97.595619	98.386139	97.7966	97.572861	97.854645	97.00145	96.933105	96.990936	97.044922	97.001328	97.824631	97.595673	97.623169	97.799957																																																																																																																																																																																																																																																																																																																																																	
GCF_005864055.1	97.074356	99.021851	98.585205	97.025482	97.210052	98.645248	97.06723	97.884232	97.874908	98.013138	98.799026	97.16774	97.007477	98.161621	98.739685	97.201607	96.876022	97.645073	97.855606	97.727928	98.855423	96.788605	97.071922	97.776825	97.114471	97.304459	97.219986	97.24575	97.212326	98.741562	97.713303	97.690948	97.508865	98.196564	96.636887	97.697495	97.059662	97.082756	98.735474	97.746826	98.528915	98.690643	98.135773	97.105934	97.103531	97.026321	97.208916	97.066017	98.155205	97.931122	98.670471	98.636627	97.742722																																																																																																																																																																																																																																																																																																																																																
GCF_005864125.1	97.100616	98.342407	98.265732	97.112	97.23645	98.25618	97.134499	97.91526	97.790344	98.068466	98.266624	97.210678	97.201591	97.962891	98.240372	97.143402	96.845757	97.712769	97.712929	97.645317	98.453011	96.920425	97.137016	97.766594	97.167191	97.194382	97.187263	97.174889	97.181992	98.155579	97.798065	97.763535	97.705902	98.002365	96.849892	97.538734	97.14769	97.05423	98.129074	97.849243	98.187378	98.10099	98.216339	97.197815	97.194801	97.194809	97.19136	97.14566	98.272423	97.781723	98.559097	98.754929	97.782257	98.215767																																																																																																																																																																																																																																																																																																																																															
GCF_006538625.1	97.196426	98.24353	98.142075	97.236153	97.340408	98.267197	97.260208	98.084663	98.050568	98.318459	98.320221	97.332642	97.232162	99.880722	98.165771	97.219597	96.974922	97.863312	98.206604	98.131088	98.595306	96.963226	97.316422	98.160049	97.24678	97.309937	97.333206	97.293762	97.316902	98.095978	97.97583	97.927849	97.800964	99.896332	96.732849	97.884232	97.160484	97.205658	98.106133	98.169624	98.20369	98.077965	98.408562	97.357697	97.318726	97.224518	97.237221	97.231949	98.375114	98.055679	98.109276	98.202919	98.082397	98.219086	98.094818																																																																																																																																																																																																																																																																																																																																														
GCF_006538645.1	97.115768	97.883163	97.819382	97.134689	97.198708	97.897064	97.076317	97.810799	98.557762	97.786789	97.866516	97.168091	97.046494	98.030472	97.645638	97.150711	96.901352	97.849808	97.788559	97.79039	98.192375	96.899231	97.207504	98.529289	97.042831	97.208214	97.153549	97.151367	97.309448	97.649902	98.442276	99.859344	97.823616	98.037048	96.789917	97.580902	97.095505	97.115936	97.553665	98.305931	97.744186	97.534203	97.839691	97.15818	97.078903	97.132675	97.131592	97.188301	97.876953	97.693092	97.842308	97.874649	98.512589	97.871185	97.837753	98.282394																																																																																																																																																																																																																																																																																																																																													
GCF_006538685.1	97.365654	99.233093	98.912643	97.295959	97.312073	99.140686	97.405212	98.106415	97.982964	98.31813	99.165436	97.406342	97.268799	98.431519	99.775894	97.355804	96.903961	97.882355	98.081764	98.0383	99.214516	96.892944	97.44989	97.961815	97.334503	97.492081	97.358719	97.432693	97.46376	99.809059	97.880066	97.945236	97.899307	98.45446	96.895828	97.846329	97.299889	97.35495	99.823532	98.07058	98.964157	99.77475	98.366943	97.318031	97.370651	97.338837	97.321495	97.328033	98.417007	98.225731	98.927444	98.804619	97.898819	99.053162	98.508896	98.588081	98.042946																																																																																																																																																																																																																																																																																																																																												
GCF_006539405.1	99.133324	97.237213	97.022644	99.165344	99.358231	97.324989	99.920624	97.431229	97.150085	97.120636	97.252518	99.167862	99.314781	97.256927	97.155991	99.02211	97.028717	97.372849	96.903084	96.990524	97.409126	97.077843	99.956207	97.13353	99.292099	99.078049	99.178345	99.190948	99.261826	97.035881	97.016975	97.085938	97.282593	97.25383	96.946846	96.684448	99.324539	98.866631	97.099335	97.097412	97.139694	97.032059	97.178238	99.357819	99.345825	99.129837	98.861862	99.298447	97.232712	97.356789	97.279053	97.257088	97.11396	97.220245	97.248108	97.428253	97.24334	97.448997																																																																																																																																																																																																																																																																																																																																											
GCF_006704185.1	99.145325	97.081306	96.89093	99.221863	99.927933	97.049072	99.274887	97.261688	96.921761	97.026917	97.097458	99.10524	99.929581	97.135582	96.831863	98.98645	96.960876	97.238594	96.830338	96.883972	97.283371	96.972412	99.219925	96.952286	99.336693	99.148552	99.143341	99.14653	99.153427	96.93959	96.946152	96.970718	97.357971	97.097122	96.990799	96.820404	99.335205	98.787323	96.933701	97.046219	96.937645	96.936401	97.095116	99.942429	99.947327	99.184784	98.828552	99.362526	97.173927	97.194397	97.053482	97.161682	96.883316	97.019409	97.066788	97.272842	97.013397	97.246346	99.288261																																																																																																																																																																																																																																																																																																																																										
GCF_006740305.1	97.043564	97.719727	97.684479	97.025093	97.0186	97.69928	97.028625	97.665314	98.393509	97.698395	97.708359	97.02375	96.932159	97.901367	97.560837	96.974495	96.707802	97.751595	97.641678	97.660507	97.979385	96.728867	96.995636	98.382042	96.99749	97.052689	96.963631	97.003586	97.033676	97.526833	98.417488	99.926315	97.810028	97.981201	96.798584	97.532822	97.040726	97.022568	97.566002	98.237907	97.736343	97.468613	97.682877	97.025726	97.010841	97.017593	96.929138	97.113472	97.815933	97.60244	97.805695	97.760529	98.393349	97.773453	97.762985	98.025177	99.865814	97.978043	97.07238	96.958076																																																																																																																																																																																																																																																																																																																																									
